date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:35	21687/21687	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2013:57:52%20GMT	https://html.designingmedia.com/artelligence/assets/images/favicon/apple-icon-180x180.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/favicon/apple-icon-180x180.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:36	23224/23224	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2013:57:52%20GMT	https://html.designingmedia.com/artelligence/assets/images/favicon/android-icon-192x192.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/favicon/android-icon-192x192.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:36	2426/2426	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2013:57:52%20GMT	https://html.designingmedia.com/artelligence/assets/images/favicon/favicon-32x32.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/favicon/favicon-32x32.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:36	10201/10201	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2013:57:52%20GMT	https://html.designingmedia.com/artelligence/assets/images/favicon/favicon-96x96.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/favicon/favicon-96x96.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:36	1735/1735	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202023%2013:57:52%20GMT	https://html.designingmedia.com/artelligence/assets/images/favicon/favicon-16x16.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/favicon/favicon-16x16.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:37	720/720	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2013:57:52%20GMT	https://html.designingmedia.com/artelligence/assets/images/favicon/manifest.json	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/favicon/manifest.json	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:37	677/677	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Sep%202024%2008:26:37%20GMT	https://html.designingmedia.com/ms-icon-144x144.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/ms-icon-144x144.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:38	160316/160316	---M--	200	added ('OK')	text/css	date:Wed,%2001%20Jun%202022%2014:17:22%20GMT	https://html.designingmedia.com/artelligence/assets/bootstrap/bootstrap.min.css	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/bootstrap/bootstrap.min.css	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:40	48944/48944	---M--	200	added ('OK')	text/javascript	date:Wed,%2020%20Jul%202022%2019:37:08%20GMT	https://html.designingmedia.com/artelligence/assets/js/bootstrap.min.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/bootstrap.min.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:42	100782/100782	---M-Z	200	added ('OK')	text/css	etag:%22623a082a-4ef8%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.1.1/css/all.min.css	F:/Level%205/New%20folder/Net.Ai/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.1.1/css/all.min.css	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:42	53070/53070	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Mar%202023%2021:50:06%20GMT	https://html.designingmedia.com/artelligence/assets/css/style.css	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/css/style.css	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:42	47114/47114	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Mar%202023%2022:26:46%20GMT	https://html.designingmedia.com/artelligence/assets/css/responsive.css	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/css/responsive.css	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:43	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%225eb03ed4-1b27%22	https://cdnjs.cloudflare.com/ajax/libs/magnific-popup.js/1.1.0/magnific-popup.css	F:/Level%205/New%20folder/Net.Ai/cdnjs.cloudflare.com/ajax/libs/magnific-popup.js/1.1.0/magnific-popup.css	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:44	26053/26053	---MCZ	200	added ('OK')	text/css	etag:%2265c5-BVfTdFS2f0LyyxAeV+UHD7EZNXA%22	https://unpkg.com/aos@2.3.1/dist/aos.css	F:/Level%205/New%20folder/Net.Ai/unpkg.com/aos@2.3.1/dist/aos.css	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:45	42406/42406	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2016:56:36%20GMT	https://html.designingmedia.com/artelligence/index.html	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/index.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:45	4662/4662	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2018:44:36%20GMT	https://html.designingmedia.com/artelligence/assets/images/logo.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/logo.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:46	28025/28025	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2016:57:28%20GMT	https://html.designingmedia.com/artelligence/about.html	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/about.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:46	31337/31337	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2016:57:46%20GMT	https://html.designingmedia.com/artelligence/service.html	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/service.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:46	33302/33302	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2016:57:42%20GMT	https://html.designingmedia.com/artelligence/projects.html	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/projects.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:47	29103/29103	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2016:57:50%20GMT	https://html.designingmedia.com/artelligence/team.html	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/team.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:47	28978/28978	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2016:57:38%20GMT	https://html.designingmedia.com/artelligence/faq.html	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/faq.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:47	19712/19712	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2016:57:34%20GMT	https://html.designingmedia.com/artelligence/contact.html	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/contact.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:48	13211/13211	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2021:48:26%20GMT	https://html.designingmedia.com/artelligence/assets/images/banner-sideshape.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/banner-sideshape.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:48	30545/30545	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2015:17:54%20GMT	https://html.designingmedia.com/artelligence/assets/images/banner-sideshape2.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/banner-sideshape2.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:49	510017/510017	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2021:49:34%20GMT	https://html.designingmedia.com/artelligence/assets/images/banner-image.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/banner-image.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:50	96989/96989	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2016:02:00%20GMT	https://html.designingmedia.com/artelligence/assets/images/about-image2.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/about-image2.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:50	3078/3078	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2016:01:06%20GMT	https://html.designingmedia.com/artelligence/assets/images/about-customer.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/about-customer.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:51	3450/3450	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2016:02:36%20GMT	https://html.designingmedia.com/artelligence/assets/images/about-quality.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/about-quality.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:51	346687/346687	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2016:02:12%20GMT	https://html.designingmedia.com/artelligence/assets/images/about-image1.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/about-image1.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:51	39052/39052	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2020:30:28%20GMT	https://html.designingmedia.com/artelligence/assets/images/service-image.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/service-image.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:51	4095/4095	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2020:06:38%20GMT	https://html.designingmedia.com/artelligence/assets/images/service-reboticon.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/service-reboticon.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:52	4349/4349	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2020:07:08%20GMT	https://html.designingmedia.com/artelligence/assets/images/service-learningicon.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/service-learningicon.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:52	3613/3613	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2020:07:44%20GMT	https://html.designingmedia.com/artelligence/assets/images/service-scienceicon.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/service-scienceicon.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:53	3359/3359	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2020:08:18%20GMT	https://html.designingmedia.com/artelligence/assets/images/service-analysicon.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/service-analysicon.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:53	10995/10995	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2020:42:54%20GMT	https://html.designingmedia.com/artelligence/assets/images/choose-sideshape.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/choose-sideshape.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:54	22862/22862	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2020:43:46%20GMT	https://html.designingmedia.com/artelligence/assets/images/choose-sideshape2.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/choose-sideshape2.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:54	543281/543281	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2019:37:48%20GMT	https://html.designingmedia.com/artelligence/assets/images/choose-image.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/choose-image.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:55	225938/225938	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2015:58:10%20GMT	https://html.designingmedia.com/artelligence/assets/images/case-image1.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/case-image1.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:56	231704/231704	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2015:59:04%20GMT	https://html.designingmedia.com/artelligence/assets/images/case-image2.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/case-image2.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:56	253703/253703	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2015:59:42%20GMT	https://html.designingmedia.com/artelligence/assets/images/case-image3.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/case-image3.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:56	257970/257970	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2016:00:18%20GMT	https://html.designingmedia.com/artelligence/assets/images/case-image4.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/case-image4.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:56	273364/273364	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2016:01:54%20GMT	https://html.designingmedia.com/artelligence/assets/images/case-image5.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/case-image5.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:57	159748/159748	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2016:02:32%20GMT	https://html.designingmedia.com/artelligence/assets/images/case-image6.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/case-image6.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:57	106129/106129	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Feb%202023%2020:41:40%20GMT	https://html.designingmedia.com/artelligence/assets/images/testimonial-image.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/testimonial-image.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:57	1671/1671	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Feb%202023%2020:40:50%20GMT	https://html.designingmedia.com/artelligence/assets/images/testimonial-comas.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/testimonial-comas.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:57	37421/37421	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Feb%202023%2020:39:56%20GMT	https://html.designingmedia.com/artelligence/assets/images/testimonial-sideimage.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/testimonial-sideimage.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:58	2469/2469	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2014:17:32%20GMT	https://html.designingmedia.com/artelligence/assets/images/partner1.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/partner1.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:58	3282/3282	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2014:17:54%20GMT	https://html.designingmedia.com/artelligence/assets/images/partner2.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/partner2.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:59	2853/2853	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2014:18:16%20GMT	https://html.designingmedia.com/artelligence/assets/images/partner3.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/partner3.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:56:59	4130/4130	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2014:18:46%20GMT	https://html.designingmedia.com/artelligence/assets/images/partner4.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/partner4.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:00	2548/2548	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2014:19:08%20GMT	https://html.designingmedia.com/artelligence/assets/images/partner5.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/partner5.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:00	3114/3114	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Feb%202023%2018:51:28%20GMT	https://html.designingmedia.com/artelligence/assets/images/faq-image.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/faq-image.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:01	16115/16115	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Mar%202023%2020:15:56%20GMT	https://html.designingmedia.com/artelligence/assets/images/footer-sideshape.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/footer-sideshape.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:01	7712/7712	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Feb%202023%2015:38:30%20GMT	https://html.designingmedia.com/artelligence/assets/images/footer-image.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/footer-image.png	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:01	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2020%20Jul%202022%2019:37:08%20GMT	https://html.designingmedia.com/artelligence/assets/js/jquery-3.6.0.min.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/jquery-3.6.0.min.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:02	237/237	---M--	200	added ('OK')	text/javascript	date:Fri,%2003%20Feb%202023%2016:04:48%20GMT	https://html.designingmedia.com/artelligence/assets/js/video.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/video.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:02	64156/64156	---M--	200	added ('OK')	text/javascript	date:Fri,%2003%20Feb%202023%2016:04:50%20GMT	https://html.designingmedia.com/artelligence/assets/js/video_link.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/video_link.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:02	364/364	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Dec%202022%2019:55:26%20GMT	https://html.designingmedia.com/artelligence/assets/js/counter.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/counter.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:03	914/914	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Mar%202023%2016:56:48%20GMT	https://html.designingmedia.com/artelligence/assets/js/custom.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/custom.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:03	14239/14239	---M--	200	added ('OK')	text/javascript	date:Thu,%2029%20Dec%202022%2016:57:36%20GMT	https://html.designingmedia.com/artelligence/assets/js/animation_links.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/animation_links.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:03	80/80	---M--	200	added ('OK')	text/javascript	date:Thu,%2029%20Dec%202022%2016:56:54%20GMT	https://html.designingmedia.com/artelligence/assets/js/animation.js	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/js/animation.js	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:04	677/677	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2021%20Sep%202024%2008:27:03%20GMT	https://html.designingmedia.com/ms-icon-144x144.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/ms-icon-144x144.html	(from https://html.designingmedia.com/artelligence/?storefront=envato-elements)
14:57:04	110846/110846	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2019:13:16%20GMT	https://html.designingmedia.com/artelligence/assets/images/banner-background.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/banner-background.png	(from https://html.designingmedia.com/artelligence/assets/css/style.css)
14:57:06	95558/95558	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2020:27:56%20GMT	https://html.designingmedia.com/artelligence/assets/images/choose-background.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/choose-background.png	(from https://html.designingmedia.com/artelligence/assets/css/style.css)
14:57:06	45798/45798	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Feb%202023%2015:15:20%20GMT	https://html.designingmedia.com/artelligence/assets/images/footer-background.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/footer-background.png	(from https://html.designingmedia.com/artelligence/assets/css/style.css)
14:57:08	13211/13211	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2021:10:34%20GMT	https://html.designingmedia.com/artelligence/assets/images/sub-bannersideshape.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/sub-bannersideshape.png	(from https://html.designingmedia.com/artelligence/about.html)
14:57:08	75037/75037	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2021:06:06%20GMT	https://html.designingmedia.com/artelligence/assets/images/sub-bannerbackgroung.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/sub-bannerbackgroung.png	(from https://html.designingmedia.com/artelligence/assets/css/style.css)
14:57:09	17941/17941	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2021:11:08%20GMT	https://html.designingmedia.com/artelligence/assets/images/sub-bannersideshape2.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/sub-bannersideshape2.png	(from https://html.designingmedia.com/artelligence/about.html)
14:57:09	300501/300501	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2021:12:06%20GMT	https://html.designingmedia.com/artelligence/assets/images/sub-bannerimage.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/sub-bannerimage.png	(from https://html.designingmedia.com/artelligence/about.html)
14:57:10	3793/3793	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2014:34:42%20GMT	https://html.designingmedia.com/artelligence/assets/images/aboutpage-image2.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/aboutpage-image2.png	(from https://html.designingmedia.com/artelligence/about.html)
14:57:10	427687/427687	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Feb%202023%2022:32:28%20GMT	https://html.designingmedia.com/artelligence/assets/images/aboutpage-image.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/aboutpage-image.png	(from https://html.designingmedia.com/artelligence/about.html)
14:57:10	38450/38450	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2014:40:18%20GMT	https://html.designingmedia.com/artelligence/assets/images/counter-sideimage.png	F:/Level%205/New%20folder/Net.Ai/html.designingmedia.com/artelligence/assets/images/counter-sideimage.png	(from https://html.designingmedia.com/artelligence/about.html)
